long,lat,year,TimePeriod,RCP,scenario,treecanopy_percent,Ann_Herb_percent,Bare_percent,Herb_percent,Litter_percent,Shrub_percent,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,T_Winter,T_Summer,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
-110.046,37.603,2010,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,4.187,35.76,88.0,0.288,12.04,9.85,-2.407,22.621,37.75,-17.15,0.062,0.087,0.055,0.059
-110.046,37.603,2010,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,4.248,35.76,88.0,0.287,12.04,9.85,-2.407,22.621,37.75,-17.15,0.058,0.088,0.053,0.056
-110.046,37.603,2011,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,3.743,34.8,76.0,0.005,5.5,5.66,-0.729,22.973,35.85,-23.05,0.079,0.057,0.047,0.06
-110.046,37.603,2011,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,3.813,34.8,76.0,0.011,5.5,5.66,-0.729,22.973,35.85,-23.05,0.069,0.053,0.047,0.057
-110.046,37.603,2012,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,2.832,35.18,88.0,0.136,5.47,6.7,0.069,23.962,35.75,-14.85,0.08,0.056,0.05,0.052
-110.046,37.603,2012,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,2.851,35.18,88.0,0.208,5.47,6.7,0.069,23.962,35.75,-14.85,0.069,0.052,0.05,0.051
-110.046,37.603,2013,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,3.037,36.19,83.0,0.17,7.25,7.91,-1.191,22.953,38.55,-19.75,0.097,0.069,0.051,0.106
-110.046,37.603,2013,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,3.156,36.19,83.0,0.248,7.25,7.91,-1.191,22.953,38.55,-19.75,0.088,0.065,0.05,0.105
-110.046,37.603,2014,Hist,historical,sc1,5.66,0.0,72.642,6.604,5.66,5.66,0.0,3.316,34.51,73.0,0.089,3.92,6.9,0.583,22.222,35.95,-17.95,0.113,0.059,0.049,0.064
-110.046,37.603,2014,Hist,historical,sc1,9.91,0.0,63.063,7.207,9.91,9.91,0.0,3.339,34.51,73.0,0.139,3.92,6.9,0.583,22.222,35.95,-17.95,0.105,0.057,0.049,0.06
