long,lat,year,TimePeriod,RCP,scenario,treecanopy_percent,Ann_Herb_percent,Bare_percent,Herb_percent,Litter_percent,Shrub_percent,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,T_Winter,T_Summer,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
-110.047,37.604,2022,NT,8.5,sc53,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.367,36.059,80.0,0.0,2.24,3.36,0.701,23.738,36.71,-11.16,0.084,0.051,0.041,0.093
-110.047,37.604,2022,NT,8.5,sc54,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.829,36.851,72.0,0.332,10.02,8.4,2.44,25.259,37.58,-9.89,0.111,0.083,0.048,0.044
-110.047,37.604,2022,NT,8.5,sc55,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.523,35.88,56.0,0.257,6.22,8.94,3.738,24.01,37.94,-8.02,0.108,0.1,0.047,0.058
-110.047,37.604,2022,NT,8.5,sc56,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.688,37.248,81.0,0.035,4.77,3.59,0.438,23.924,38.07,-14.69,0.08,0.06,0.042,0.067
-110.047,37.604,2022,NT,8.5,sc57,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.046,39.292,50.0,0.013,1.76,3.6,4.985,26.28,41.26,-6.65,0.045,0.067,0.042,0.101
-110.047,37.604,2022,NT,8.5,sc58,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.316,40.915,56.0,0.019,4.95,4.3,2.539,26.399,42.86,-12.05,0.096,0.083,0.042,0.047
-110.047,37.604,2022,NT,8.5,sc59,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.79,37.059,80.0,0.206,8.56,9.95,-0.413,24.064,37.92,-19.04,0.13,0.082,0.046,0.063
-110.047,37.604,2022,NT,8.5,sc60,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.136,35.926,81.0,0.078,7.2,7.95,-0.498,24.337,36.83,-15.34,0.135,0.094,0.044,0.054
-110.047,37.604,2022,NT,8.5,sc61,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.801,37.913,79.0,0.014,6.68,3.44,1.232,24.835,38.8,-12.0,0.135,0.079,0.042,0.061
-110.047,37.604,2023,NT,4.5,sc22,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.349,36.829,78.0,0.008,2.97,5.31,0.75,24.557,38.5,-13.45,0.053,0.049,0.042,0.079
-110.047,37.604,2023,NT,4.5,sc23,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.245,35.135,82.0,0.002,10.58,6.12,0.084,23.758,36.64,-12.08,0.134,0.082,0.042,0.059
-110.047,37.604,2023,NT,4.5,sc24,0.0,0.0,78.505,4.673,10.28,0.0,0.0,1.887,37.858,75.0,0.0,3.35,2.47,1.611,26.124,38.33,-10.07,0.117,0.067,0.041,0.043
-110.047,37.604,2023,NT,4.5,sc25,0.0,0.0,78.505,4.673,10.28,0.0,0.0,4.992,36.488,56.0,0.691,12.93,15.35,2.031,25.119,38.72,-14.78,0.112,0.089,0.056,0.045
-110.047,37.604,2023,NT,4.5,sc26,0.0,0.0,78.505,4.673,10.28,0.0,0.0,0.504,36.932,73.0,0.0,8.2,0.49,1.631,24.072,38.12,-10.31,0.066,0.088,0.04,0.046
-110.047,37.604,2023,NT,4.5,sc27,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.329,36.179,68.0,0.0,4.38,4.9,3.218,23.473,37.38,-11.19,0.067,0.052,0.042,0.057
-110.047,37.604,2023,NT,4.5,sc28,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.62,35.883,86.0,0.0,2.4,3.78,-0.359,24.228,36.81,-19.06,0.051,0.042,0.041,0.099
-110.047,37.604,2023,NT,4.5,sc29,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.335,36.029,74.0,0.029,4.83,7.62,0.421,23.19,37.9,-20.55,0.059,0.061,0.043,0.068
-110.047,37.604,2023,NT,4.5,sc30,0.0,0.0,78.505,4.673,10.28,0.0,0.0,2.348,37.086,76.0,0.016,10.94,4.82,-0.6,24.847,38.37,-17.11,0.103,0.086,0.041,0.12
-110.047,37.604,2023,NT,4.5,sc31,0.0,0.0,78.505,4.673,10.28,0.0,0.0,3.903,36.594,89.0,1.075,3.33,14.18,-1.189,23.745,38.1,-18.38,0.111,0.063,0.064,0.087
